Date,BULGARIA
2014-11,211.8896825821534
2014-12,214.6604337955343
2015-01,201.2925931177836
2015-02,191.21238793725186
2015-03,197.8095529128904
2015-04,185.6687948737111
2015-05,176.11601146378018
2015-06,175.5210935656176
2015-07,160.7138103662336
2015-08,157.7087419533378
2015-09,152.5056715882138
2015-10,151.49730859831433
2015-11,145.03500726999107
2015-12,154.66708974088985
2016-01,145.71672606334633
2016-02,143.24021982859358
2016-03,135.51429809583038
2016-04,136.36213811852724
2016-05,135.110744960232
2016-06,142.80828024980278
2016-07,140.04159917670935
2016-08,141.1156560547657
2016-09,155.58144799948354
2016-10,169.40629994763856
2016-11,184.9457614400628
2016-12,194.27597076761543
2017-01,195.57000300819806
2017-02,195.6265065892404
2017-03,192.48116805566696
2017-04,203.09952952983468
2017-05,209.61212858593007
2017-06,235.7087184013938
2017-07,247.72146692993124
2017-08,236.23609507596757
2017-09,227.34205645868153
2017-10,220.38161965835582
2017-11,222.44068832575536
2017-12,217.69138639865224
2018-01,220.56111716096603
2018-02,209.11115720332907
2018-03,201.3513446605597
2018-04,206.88559632084576
2018-05,199.97232101019156
2018-06,200.84167556692694
2018-07,200.29267921993807
2018-08,198.96394878785716
2018-09,198.95425992162737
2018-10,184.37562027686553
2018-11,184.61666884621786
2018-12,182.1093714899615
2019-01,179.978766610758
2019-02,183.7735298868708
2019-03,175.04087861100896
2019-04,171.37798814424605
2019-05,176.524057127965
2019-06,170.09570263491622
2019-07,166.93909425868785
2019-08,163.82098714806264
2019-09,169.60218724223762
2019-10,168.42649125618397
2019-11,169.13331514978347
2019-12,168.4066316757433
2020-01,172.13280061788276
2020-02,160.87332617181593
2020-03,128.6991487968656
2020-04,130.62065562077493
2020-05,136.78253625096244
2020-06,145.84318190691926
2020-07,135.89045307753065
2020-08,139.34542849507113
2020-09,140.3859975661631
2020-10,136.91913842506753
2020-11,133.44302788597955
2020-12,143.5062901386247
2021-01,152.49278389779326
2021-02,149.5255231697392
2021-03,149.07774138806846
2021-04,145.88089401977192
2021-05,147.79376341110398
2021-06,157.12231630866634
2021-07,150.57602135988418
2021-08,152.08873137572806
2021-09,170.75451768950003
2021-10,173.01612355719843
2021-11,176.69745202387728
2021-12,183.33058575688096
2022-01,187.54200203253
2022-02,182.94753194619153
2022-03,190.86492400425513
2022-04,180.8405440727553
2022-05,184.0818379675535
2022-06,184.98606047221986
2022-07,182.81575429035414
2022-08,186.8523778241994
2022-09,181.50529529467497
2022-10,179.7850785744746
2022-11,183.500327918237
2022-12,180.84855844419084
2023-01,180.61556682232091
2023-02,203.49544938371272
2023-03,204.73658666357503
2023-04,210.48678052050744
2023-05,220.037299788394
2023-06,219.56471618615248
2023-07,224.57347514593368
