Date,KENYA
2010-11,1012.6624346790306
2010-12,983.1091209958867
2011-01,950.8790317072807
2011-02,914.1516787914751
2011-03,840.9481367596
2011-04,873.635610434838
2011-05,880.1821808002129
2011-06,815.8553336958091
2011-07,747.260226321208
2011-08,649.1125573945728
2011-09,596.8855943139471
2011-10,607.9897890086278
2011-11,646.6265501134427
2011-12,739.4054101830977
2012-01,774.7656511755436
2012-02,815.7166044339748
2012-03,876.8049813966709
2012-04,915.2655617586034
2012-05,977.9994531252921
2012-06,1002.521033209285
2012-07,1053.2949424828807
2012-08,1066.1746714311369
2012-09,1095.101522935175
2012-10,1151.8748031460473
2012-11,1142.8049671547783
2012-12,1178.706436163186
2013-01,1247.9513804802948
2013-02,1364.5678494847432
2013-03,1556.4359702641716
2013-04,1561.9059179272197
2013-05,1738.4710125665617
2013-06,1540.4829774096956
2013-07,1586.503835247085
2013-08,1521.2391979479078
2013-09,1671.7316639178334
2013-10,1749.7903569574996
2013-11,1781.1038214618632
2013-12,1666.1213646593203
2014-01,1619.5716264910118
2014-02,1637.6201539920169
2014-03,1713.7495086692643
2014-04,1851.7803060173603
2014-05,1884.7939505568556
2014-06,1918.6136301608865
2014-07,1987.941118646677
2014-08,2053.3241347295266
2014-09,2204.0551496296166
2014-10,2147.3166411131997
2014-11,2261.5023187142046
2014-12,2341.1403197891286
2015-01,2538.7934145336785
2015-02,2673.5814162071
2015-03,2826.692690742295
2015-04,2669.6617907997156
2015-05,2490.671832919889
2015-06,2426.879695532085
2015-07,2129.5573654576356
2015-08,1979.2758643310494
2015-09,2113.0740187127735
2015-10,2040.937733576879
2015-11,2195.3802976656652
2015-12,2129.5184503209775
2016-01,2039.486643651236
2016-02,2133.999570605105
2016-03,2169.9543526822754
2016-04,2181.4205765011143
2016-05,2211.176154330683
2016-06,2166.1669785800123
2016-07,2212.219095174098
2016-08,2065.997345490972
2016-09,2212.3057343731634
2016-10,2245.8267373865096
2016-11,2285.3992208604973
2016-12,2217.6583398476823
2017-01,1945.2887706716908
2017-02,1999.7315758708423
2017-03,2174.5111127149103
2017-04,2207.2987655144916
2017-05,2470.073837866804
2017-06,2462.721123011536
2017-07,2535.350102920773
2017-08,2670.8564654171387
2017-09,2577.456302670834
2017-10,2591.9457704872575
2017-11,2734.2377455134165
2017-12,2648.6252853309174
2018-01,2802.5753676567188
2018-02,2904.213510337614
2018-03,3159.1025425953867
2018-04,3017.117327548633
2018-05,3014.0944061011824
2018-06,3050.988494926748
2018-07,3024.7952001032345
2018-08,2939.2753816704258
2018-09,2662.3192550620665
2018-10,2574.397702109094
2018-11,2639.0626919004317
2018-12,2434.2678014260387
2019-01,2731.2879513203757
2019-02,2876.261388373345
2019-03,3043.003571912918
2019-04,3125.3158049392664
2019-05,2996.8193280287337
2019-06,2923.3182954453373
2019-07,2940.6223475786255
2019-08,3011.7598412726993
2019-09,3105.143334083836
2019-10,3443.7538250928615
2019-11,3495.651634877258
2019-12,3687.057599259699
2020-01,3672.652206131215
2020-02,3349.8441642632215
2020-03,2834.8238130450545
2020-04,3042.1010386823873
2020-05,2947.3872705276262
2020-06,2924.9887584252333
2020-07,2665.072158660652
2020-08,2895.994670705421
2020-09,2950.9589766623812
2020-10,2953.465072793231
2020-11,2978.7884758311966
2020-12,3061.304392146711
2021-01,3110.910320479213
2021-02,3363.659551040542
2021-03,3381.9890108974287
2021-04,3617.89913656762
2021-05,3686.002651785233
2021-06,3863.367071062306
2021-07,3933.946993350392
2021-08,4060.236304501671
2021-09,4028.4952132880467
2021-10,4025.318858636703
2021-11,3721.0895314577915
2021-12,3749.462163030292
2022-01,3681.3152817048444
2022-02,3580.496161051835
2022-03,3487.767137680133
2022-04,3562.848367472595
2022-05,2935.3237762982135
2022-06,2852.734151487917
2022-07,3396.238557071812
2022-08,3294.9228717465626
2022-09,3102.6856240515754
2022-10,3138.5966641815053
2022-11,2911.114583361429
2022-12,2757.973745318933
2023-01,2647.4758065887468
2023-02,2679.554571440872
2023-03,2201.8315880447826
2023-04,1994.5215577801016
2023-05,1956.1044358450563
2023-06,1951.5321489335088
2023-07,1910.872723449458
