Date,KUWAIT DOMESTIC
2020-01,1450.5602200691371
2020-02,1387.9638018913301
2020-03,1077.3465044997795
2020-04,1159.9595826975667
2020-05,1185.6079361198592
2020-06,1214.2380755177164
2020-07,1116.0792141253476
2020-08,1187.563838789734
2020-09,1241.6288252008248
2020-10,1241.714970120131
2020-11,1205.539091855152
2020-12,1196.687335439627
2021-01,1270.4244399376537
2021-02,1235.064412373184
2021-03,1347.9426921316406
2021-04,1397.2479053574075
2021-05,1408.5789065510762
2021-06,1477.4698645368283
2021-07,1547.1664566753966
2021-08,1611.9452612430464
2021-09,1634.7677842758062
2021-10,1673.3933145381518
2021-11,1654.8145749919352
2021-12,1693.5626089934815
2022-01,1806.0894062017783
2022-02,1854.516460148624
2022-03,2072.982019528689
2022-04,2228.4195363545186
2022-05,2055.7699522496464
2022-06,2026.0865444091216
2022-07,2153.0449107081645
2022-08,2176.3876417438064
2022-09,2048.299802479562
2022-10,2115.245710435916
2022-11,2122.80018975381
2022-12,1959.3789095155216
2023-01,1922.8903780704354
2023-02,1958.3382770196042
2023-03,1845.6669336254063
2023-04,1867.4658990605021
2023-05,1808.9678724200808
2023-06,1840.0195441046317
2023-07,1886.0165713403956
