Date,SOUTH AFRICA
2022-04,497.0724538479468
2022-05,495.1059671333564
2022-06,442.72930827925046
2022-07,455.3893512228166
2022-08,442.9700423480123
2022-09,414.31974959696487
2022-10,422.9953218663663
2022-11,485.5840354721803
2022-12,450.0413904354344
2023-01,462.9610170398943
2023-02,435.9395484181854
2023-03,439.5173960192563
2023-04,436.4146366079078
2023-05,388.7732782738626
2023-06,416.1542269049573
2023-07,463.848765520171
