Date,MAURITIUS
2015-02,1494.344186084235
2015-03,1387.0564489812866
2015-04,1390.6841935727089
2015-05,1411.0043923725723
2015-06,1464.92535742901
2015-07,1506.9638986543052
2015-08,1390.060575469977
2015-09,1386.1750329839665
2015-10,1367.5797243086338
2015-11,1400.3736432932599
2015-12,1321.8859101480512
2016-01,1296.3682354363993
2016-02,1316.8450047999784
2016-03,1309.3810285610855
2016-04,1338.1951940143276
2016-05,1355.3004332989674
2016-06,1317.194653774213
2016-07,1367.8077187064223
2016-08,1348.5221344848117
2016-09,1424.9970878420736
2016-10,1451.5850461531747
2016-11,1473.5042706709069
2016-12,1485.9321057772852
2017-01,1494.8153010269837
2017-02,1512.7786274971074
2017-03,1475.2876234852324
2017-04,1507.2110910081801
2017-05,1539.0999254430433
2017-06,1631.103114197037
2017-07,1645.4467535348285
2017-08,1714.2145032602596
2017-09,1774.6931219129012
2017-10,1734.150265227346
2017-11,1763.735233535665
2017-12,1855.0931039413942
2018-01,1625.7682740568234
2018-02,1489.1958129327897
2018-03,1346.6081768120118
2018-04,1456.9931737447719
2018-05,1483.482114439103
2018-06,1444.0601311559105
2018-07,1437.6642958894743
2018-08,1435.7641995992287
2018-09,1473.8255485171592
2018-10,1531.5003386087121
2018-11,1585.5019658270069
2018-12,1533.9132312064314
2019-01,1544.9907881042423
2019-02,1627.9452777647634
2019-03,1556.7779412903292
2019-04,1554.2073797528303
2019-05,1564.3772120352608
2019-06,1565.99817235
2019-07,1569.305953623162
2019-08,1666.0386599000562
2019-09,1670.249373088904
2019-10,1660.515375388246
2019-11,1717.1097334122574
2019-12,1798.5849695846848
2020-01,1878.6349572876875
2020-02,1831.739240803593
2020-03,1142.4897017099142
2020-04,1054.7014199501382
2020-05,1172.1383388450156
2020-06,1168.0394677522243
2020-07,1043.7133728575611
2020-08,1059.616379650134
2020-09,1009.1281249211702
2020-10,975.2504245782873
2020-11,1112.3232445054487
2020-12,1088.8288321410973
2021-01,1081.9475657662915
2021-02,1039.1583816526438
2021-03,1021.4394595584979
2021-04,1058.3085064716854
2021-05,1115.792626416368
2021-06,1229.4933385000154
2021-07,1321.2355916291613
2021-08,1305.2203469507997
2021-09,1413.9097608637146
2021-10,1463.7099564800915
2021-11,1406.350286436842
2021-12,1479.5235720262622
2022-01,1509.9370890312387
2022-02,1480.7132415752005
2022-03,1514.5098328503161
2022-04,1666.970854962957
2022-05,1551.5403352682697
2022-06,1489.7332183121162
2022-07,1412.0931352076364
2022-08,1588.0464802154786
2022-09,1625.4950523901357
2022-10,1673.510262293812
2022-11,1624.3222908717332
2022-12,1545.6421239056097
2023-01,1467.1316483039716
2023-02,1493.4963386239
2023-03,1466.1125175804614
2023-04,1439.2788333729666
2023-05,1559.5271506964364
2023-06,1519.3061574125795
2023-07,1512.2167559583122
