Date,NORWAY
2009-08,244.7381632917358
2009-09,267.41771294159025
2009-10,274.2204367594876
2009-11,285.0002033567717
2009-12,312.9866922931492
2010-01,299.2674474163139
2010-02,289.31731677957293
2010-03,310.65263222027954
2010-04,321.097882533036
2010-05,289.26931926858805
2010-06,280.9943935964338
2010-07,311.25664757835824
2010-08,302.8372834099804
2010-09,326.2851925549876
2010-10,332.624081953093
2010-11,325.08127348460914
2010-12,371.3794293300816
2011-01,356.69943262049134
2011-02,381.14593566464396
2011-03,375.0078002382488
2011-04,382.39339541824654
2011-05,377.0276748272055
2011-06,360.35125624785803
2011-07,361.10378894038996
2011-08,334.63350873477907
2011-09,305.4530599197001
2011-10,345.3425623275285
2011-11,340.2239456469042
2011-12,345.36742942780586
2012-01,354.35101507579583
2012-02,400.4437244031986
2012-03,387.34749970471654
2012-04,380.3387295026813
2012-05,345.66439483348034
2012-06,365.01437607321685
2012-07,390.1034147325508
2012-08,407.29954928228955
2012-09,409.1494546460298
2012-10,401.6233774097594
2012-11,402.6728981559625
2012-12,403.48737213822864
2013-01,417.8854957708994
2013-02,416.26076387895966
2013-03,416.14266512503843
2013-04,419.839761304347
2013-05,423.18457442081564
2013-06,387.3465988386697
2013-07,410.89942239624736
2013-08,406.54677092098564
2013-09,405.9807678582684
2013-10,432.648593331985
2013-11,420.7738415425478
2013-12,422.34250295643454
2014-01,403.8017195428032
2014-02,424.0105014945019
2014-03,431.46305276002545
2014-04,448.75576834511537
2014-05,477.8830581829349
2014-06,477.15635068613335
2014-07,469.8242421016675
2014-08,486.0839352515258
2014-09,478.78861586439297
2014-10,435.2283785305718
2014-11,389.8327015686506
2014-12,374.94498060570487
2015-01,406.9420803564188
2015-02,436.6438767302357
2015-03,432.0636553190472
2015-04,461.689261397488
2015-05,455.1061601010134
2015-06,430.27598174773385
2015-07,420.9235766795068
2015-08,366.639798461888
2015-09,347.34201570518445
2015-10,375.6830582928232
2015-11,388.7523861741209
2015-12,355.04917599158205
2016-01,337.3842634594174
2016-02,341.66093631048955
2016-03,344.29424271284086
2016-04,368.24443014207367
2016-05,368.03851333026245
2016-06,361.4545124053998
2016-07,357.3980509340079
2016-08,367.2487148654562
2016-09,379.74413586304735
2016-10,386.1774930700816
2016-11,398.4137704420313
2016-12,414.33253375309084
2017-01,431.0767838011453
2017-02,427.10775985773336
2017-03,414.4374854123595
2017-04,406.64322124437933
2017-05,413.743409835788
2017-06,404.60182489619245
2017-07,438.28061279149244
2017-08,444.9384660568886
2017-09,465.28349536222726
2017-10,475.87729220998034
2017-11,456.4680727742713
2017-12,466.8094631094822
2018-01,476.77223651718685
2018-02,477.7588848245785
2018-03,466.0871978402364
2018-04,485.84025605060594
2018-05,495.1540710007625
2018-06,502.4002039436567
2018-07,505.6283423968919
2018-08,503.7892083736175
2018-09,538.5971162550833
2018-10,508.64105303618146
2018-11,482.2104848146118
2018-12,448.0393409158277
2019-01,475.08737219239885
2019-02,489.9627182101155
2019-03,488.1065733998653
2019-04,498.91838706795477
2019-05,479.576666160964
2019-06,492.76672149623636
2019-07,487.77388224660837
2019-08,475.0787584556699
2019-09,497.0521252018213
2019-10,482.6445902917777
2019-11,479.78680738779076
2019-12,503.57702094209196
2020-01,476.84057348970384
2020-02,426.9206041678383
2020-03,343.3307917220107
2020-04,380.35430687656094
2020-05,393.8710273248776
2020-06,384.3426604026778
2020-07,399.9479964462244
2020-08,424.99118931716293
2020-09,398.45505802418506
2020-10,372.1880191921076
2020-11,439.34110442166036
2020-12,453.71054806071567
2021-01,457.22307445669
2021-02,476.6027336961712
2021-03,524.0829271260778
2021-04,530.5583469459373
2021-05,539.2583273526781
2021-06,544.6873588772735
2021-07,534.721968615553
2021-08,553.1670897778467
2021-09,586.3210668488315
2021-10,606.4559796297762
2021-11,570.592225130553
2021-12,595.5735613347788
2022-01,603.8983960107215
2022-02,627.7695075217149
2022-03,670.5203441046165
2022-04,657.9195527142208
2022-05,673.0659016665577
2022-06,608.2430230322212
2022-07,661.2540742239157
2022-08,661.6204671834959
2022-09,549.8029230898109
2022-10,607.3482667519409
2022-11,621.2392237917257
2022-12,590.0683801894845
2023-01,565.6470580024221
2023-02,578.380215446842
2023-03,538.056392763348
2023-04,536.3186788180188
2023-05,511.21153004595664
2023-06,530.4812954599421
2023-07,570.600167682052
