Date,PHILIPPINES
2019-02,405.54410662782476
2019-03,420.0713244102252
2019-04,426.6912984406526
2019-05,432.2658552801372
2019-06,432.21776283453676
2019-07,444.82115462933956
2019-08,434.73968217010145
2019-09,430.5404674394178
2019-10,440.6968149686461
2019-11,431.0819863451772
2019-12,430.3290604288229
2020-01,400.98034759971307
2020-02,380.71749691199307
2020-03,298.61040927156597
2020-04,325.99904403486363
2020-05,326.15886731427
2020-06,349.1113782603449
2020-07,322.0993931168394
2020-08,321.52979782474495
2020-09,325.4764415316356
2020-10,353.6671058446496
2020-11,370.5630419466387
2020-12,381.1955979171795
2021-01,353.34186372261905
2021-02,360.3176974373554
2021-03,354.647143950836
2021-04,345.65410463123493
2021-05,359.3036583768867
2021-06,378.0075745206639
2021-07,333.88934176219135
2021-08,373.46161464979804
2021-09,372.97809578001954
2021-10,385.94348584945277
2021-11,407.0884110992933
2021-12,394.04866763077104
2022-01,416.0646725637267
2022-02,415.497530931519
2022-03,411.5345058994125
2022-04,399.2365537562364
2022-05,398.39357441215424
2022-06,352.6174105626947
2022-07,369.40361278883535
2022-08,384.5272777518164
2022-09,325.1589752305025
2022-10,351.63415881023235
2022-11,382.51900075488635
2022-12,361.41241801659476
2023-01,374.4423152921379
2023-02,363.73109177422833
2023-03,363.67413274405976
2023-04,362.03752404286803
2023-05,358.83325345351665
2023-06,357.4761198776248
2023-07,364.7119017374713
